year;month;location;location_type;category;grape_type;volume_hl;value_usd
2015;12;SC;Brazil_State;Production;Wine;2893;9925.02
2015;12;SC;Brazil_State;Production;Sparkling;418;1018.33
2015;12;SC;Brazil_State;Sales;Table;4959;16488.9
2015;12;SC;Brazil_State;Sales;Wine;1148;3248.09
2015;12;SC;Brazil_State;Sales;Sparkling;1441;4156.66
2016;1;SC;Brazil_State;Production;Table;2081;7380.34
2016;1;SC;Brazil_State;Production;Wine;2196;3788.94
2016;1;SC;Brazil_State;Production;Sparkling;4220;15086.49
2016;1;SC;Brazil_State;Sales;Table;2281;3484.62
2016;1;SC;Brazil_State;Sales;Wine;1322;3023.18
2016;1;SC;Brazil_State;Sales;Sparkling;2237;5439.55
2016;2;SC;Brazil_State;Production;Table;2456;4649.67
2016;2;SC;Brazil_State;Production;Wine;3595;8841.96
2016;2;SC;Brazil_State;Production;Sparkling;1029;2700.15
2016;2;SC;Brazil_State;Sales;Table;1691;5926.45
2016;2;SC;Brazil_State;Sales;Wine;4571;10208.46
2016;2;SC;Brazil_State;Sales;Sparkling;450;715.2
2016;3;SC;Brazil_State;Production;Table;1330;2849.5
2016;3;SC;Brazil_State;Production;Wine;4639;18228.46
2016;3;SC;Brazil_State;Production;Sparkling;2623;10446.9
2016;3;SC;Brazil_State;Sales;Table;4235;6427.75
2016;3;SC;Brazil_State;Sales;Wine;1106;3811.38
2016;3;SC;Brazil_State;Sales;Sparkling;2350;7305.24
2016;4;SC;Brazil_State;Production;Table;4041;7637.13
2016;4;SC;Brazil_State;Production;Wine;2726;10552.89
2016;4;SC;Brazil_State;Production;Sparkling;1551;3592.73
2016;4;SC;Brazil_State;Sales;Table;1167;3652.59
2016;4;SC;Brazil_State;Sales;Wine;3041;9444.57
2016;4;SC;Brazil_State;Sales;Sparkling;2288;3512.79
2016;5;SC;Brazil_State;Production;Table;2483;8122.72
2016;5;SC;Brazil_State;Production;Wine;4423;12787.8
2016;5;SC;Brazil_State;Production;Sparkling;876;2484.0
2016;5;SC;Brazil_State;Sales;Table;1478;4281.56
2016;5;SC;Brazil_State;Sales;Wine;4356;9980.36
2016;5;SC;Brazil_State;Sales;Sparkling;2075;4956.36
2016;6;SC;Brazil_State;Production;Table;1056;2922.99
2016;6;SC;Brazil_State;Production;Wine;4543;9364.2
2016;6;SC;Brazil_State;Production;Sparkling;3553;6593.49
2016;6;SC;Brazil_State;Sales;Table;688;2195.74
2016;6;SC;Brazil_State;Sales;Wine;3707;14750.9
2016;6;SC;Brazil_State;Sales;Sparkling;1535;2743.92
2016;7;SC;Brazil_State;Production;Table;4593;12366.2
2016;7;SC;Brazil_State;Production;Wine;3798;7396.38
2016;7;SC;Brazil_State;Production;Sparkling;4059;11549.23
2016;7;SC;Brazil_State;Sales;Table;135;238.48
2016;7;SC;Brazil_State;Sales;Wine;3178;10804.38
2016;7;SC;Brazil_State;Sales;Sparkling;2245;6287.8
2016;8;SC;Brazil_State;Production;Table;4103;11741.82
2016;8;SC;Brazil_State;Production;Wine;996;2803.58
2016;8;SC;Brazil_State;Production;Sparkling;3490;12550.92
2016;8;SC;Brazil_State;Sales;Table;4702;9566.44
2016;8;SC;Brazil_State;Sales;Wine;79;154.0
2016;8;SC;Brazil_State;Sales;Sparkling;1459;2652.81
2016;9;SC;Brazil_State;Production;Table;578;1105.29
2016;9;SC;Brazil_State;Production;Wine;4958;7547.91
2016;9;SC;Brazil_State;Production;Sparkling;3308;7914.17
2016;9;SC;Brazil_State;Sales;Table;4283;7411.33
2016;9;SC;Brazil_State;Sales;Wine;790;2872.34
2016;9;SC;Brazil_State;Sales;Sparkling;340;1295.48
2016;10;SC;Brazil_State;Production;Table;2627;9832.39
2016;10;SC;Brazil_State;Production;Wine;4694;15146.13
2016;10;SC;Brazil_State;Production;Sparkling;3712;13562.47
2016;10;SC;Brazil_State;Sales;Table;3279;8439.47
2016;10;SC;Brazil_State;Sales;Wine;3017;11478.75
2016;10;SC;Brazil_State;Sales;Sparkling;1594;5654.33
2016;11;SC;Brazil_State;Production;Table;4547;7070.52
2016;11;SC;Brazil_State;Production;Wine;2200;3765.93
2016;11;SC;Brazil_State;Production;Sparkling;4518;10603.61
2016;11;SC;Brazil_State;Sales;Table;1106;3318.65
2016;11;SC;Brazil_State;Sales;Wine;2018;4487.11
2016;11;SC;Brazil_State;Sales;Sparkling;1254;4368.85
2016;12;SC;Brazil_State;Production;Table;3633;13160.98
2016;12;SC;Brazil_State;Production;Wine;4024;7375.8
2016;12;SC;Brazil_State;Production;Sparkling;2088;7331.18
2016;12;SC;Brazil_State;Sales;Table;81;267.24
2016;12;SC;Brazil_State;Sales;Wine;3380;11824.42
2016;12;SC;Brazil_State;Sales;Sparkling;2272;6903.26
2017;1;SC;Brazil_State;Production;Table;3172;12287.14
2017;1;SC;Brazil_State;Production;Wine;4614;18029.18
2017;1;SC;Brazil_State;Production;Sparkling;1844;3043.79
2017;1;SC;Brazil_State;Sales;Table;4481;15513.64
2017;1;SC;Brazil_State;Sales;Wine;3216;12146.52
2017;1;SC;Brazil_State;Sales;Sparkling;4698;11138.61
2017;2;SC;Brazil_State;Production;Table;2065;3345.2
2017;2;SC;Brazil_State;Production;Wine;4074;12439.69
2017;2;SC;Brazil_State;Production;Sparkling;701;2388.97
2017;2;SC;Brazil_State;Sales;Table;1437;3923.71
2017;2;SC;Brazil_State;Sales;Wine;4813;17212.63
2017;2;SC;Brazil_State;Sales;Sparkling;4159;10456.47
2017;3;SC;Brazil_State;Production;Table;3878;11621.11
2017;3;SC;Brazil_State;Production;Wine;3178;8606.79
2017;3;SC;Brazil_State;Production;Sparkling;3155;9088.19
2017;3;SC;Brazil_State;Sales;Table;2468;5527.97
2017;3;SC;Brazil_State;Sales;Wine;3227;11312.18
2017;3;SC;Brazil_State;Sales;Sparkling;2372;6980.26
2017;4;SC;Brazil_State;Production;Table;4403;10671.28
2017;4;SC;Brazil_State;Production;Wine;582;1933.27
2017;4;SC;Brazil_State;Production;Sparkling;1703;3944.11
2017;4;SC;Brazil_State;Sales;Table;1349;3320.09
2017;4;SC;Brazil_State;Sales;Wine;3356;9609.63
2017;4;SC;Brazil_State;Sales;Sparkling;3864;10022.16
2017;5;SC;Brazil_State;Production;Table;2693;4928.78
2017;5;SC;Brazil_State;Production;Wine;4367;14147.33
2017;5;SC;Brazil_State;Production;Sparkling;3831;10550.53
2017;5;SC;Brazil_State;Sales;Table;1082;3670.12
2017;5;SC;Brazil_State;Sales;Wine;2655;7073.84
2017;5;SC;Brazil_State;Sales;Sparkling;3233;8668.81
2017;6;SC;Brazil_State;Production;Table;1525;5007.37
2017;6;SC;Brazil_State;Production;Wine;985;1518.22
2017;6;SC;Brazil_State;Production;Sparkling;2999;6819.23
2017;6;SC;Brazil_State;Sales;Table;2687;6986.76
2017;6;SC;Brazil_State;Sales;Wine;4000;7316.73
2017;6;SC;Brazil_State;Sales;Sparkling;1864;4384.98
2017;7;SC;Brazil_State;Production;Table;1346;4819.11
2017;7;SC;Brazil_State;Production;Wine;409;1482.28
2017;7;SC;Brazil_State;Production;Sparkling;1214;4749.61
2017;7;SC;Brazil_State;Sales;Table;3294;7096.68
2017;7;SC;Brazil_State;Sales;Wine;3750;8929.57
2017;7;SC;Brazil_State;Sales;Sparkling;4254;9030.17
2017;8;SC;Brazil_State;Production;Table;3429;7785.49
2017;8;SC;Brazil_State;Production;Wine;835;2539.54
2017;8;SC;Brazil_State;Production;Sparkling;877;2292.64
2017;8;SC;Brazil_State;Sales;Table;3861;8546.94
2017;8;SC;Brazil_State;Sales;Wine;3414;10080.98
2017;8;SC;Brazil_State;Sales;Sparkling;1178;3365.79
2017;9;SC;Brazil_State;Production;Table;3598;8611.34
2017;9;SC;Brazil_State;Production;Wine;109;164.03
2017;9;SC;Brazil_State;Production;Sparkling;2720;4892.1
2017;9;SC;Brazil_State;Sales;Table;2839;9275.95
2017;9;SC;Brazil_State;Sales;Wine;3240;7632.84
2017;9;SC;Brazil_State;Sales;Sparkling;4451;10863.62
2017;10;SC;Brazil_State;Production;Table;3211;11393.31
2017;10;SC;Brazil_State;Production;Wine;3076;11611.41
2017;10;SC;Brazil_State;Production;Sparkling;2406;6623.44
2017;10;SC;Brazil_State;Sales;Table;2633;4133.31
2017;10;SC;Brazil_State;Sales;Wine;2596;5188.9
2017;10;SC;Brazil_State;Sales;Sparkling;3173;5393.41
2017;11;SC;Brazil_State;Production;Table;3840;14701.48
2017;11;SC;Brazil_State;Production;Wine;3160;11671.71
2017;11;SC;Brazil_State;Production;Sparkling;3646;9004.35
2017;11;SC;Brazil_State;Sales;Table;2603;6365.76
2017;11;SC;Brazil_State;Sales;Wine;3828;6624.53
2017;11;SC;Brazil_State;Sales;Sparkling;2347;9172.93
2017;12;SC;Brazil_State;Production;Table;4015;15985.98
2017;12;SC;Brazil_State;Production;Wine;78;207.73
2017;12;SC;Brazil_State;Production;Sparkling;2083;7017.3
2017;12;SC;Brazil_State;Sales;Table;104;277.24
2017;12;SC;Brazil_State;Sales;Wine;1483;2810.47
2017;12;SC;Brazil_State;Sales;Sparkling;3692;6076.82
2018;1;SC;Brazil_State;Production;Table;3905;6869.29
2018;1;SC;Brazil_State;Production;Wine;3683;9603.01
2018;1;SC;Brazil_State;Production;Sparkling;1227;2761.3
2018;1;SC;Brazil_State;Sales;Table;944;2385.74
2018;1;SC;Brazil_State;Sales;Wine;2524;7518.5
2018;1;SC;Brazil_State;Sales;Sparkling;2677;9107.71
2018;2;SC;Brazil_State;Production;Table;3018;10008.08
2018;2;SC;Brazil_State;Production;Wine;3489;9263.99
2018;2;SC;Brazil_State;Production;Sparkling;4344;7537.55
2018;2;SC;Brazil_State;Sales;Table;1780;6294.8
2018;2;SC;Brazil_State;Sales;Wine;3344;8078.48
2018;2;SC;Brazil_State;Sales;Sparkling;4671;14006.12
2018;3;SC;Brazil_State;Production;Table;314;1230.77
2018;3;SC;Brazil_State;Production;Wine;1293;3495.28
2018;3;SC;Brazil_State;Production;Sparkling;1530;4854.66
2018;3;SC;Brazil_State;Sales;Table;2956;10255.02
2018;3;SC;Brazil_State;Sales;Wine;3488;12369.31
2018;3;SC;Brazil_State;Sales;Sparkling;1235;3384.59
2018;4;SC;Brazil_State;Production;Table;462;1363.86
2018;4;SC;Brazil_State;Production;Wine;3009;9059.25
2018;4;SC;Brazil_State;Production;Sparkling;1131;2916.66
2018;4;SC;Brazil_State;Sales;Table;4405;16669.81
2018;4;SC;Brazil_State;Sales;Wine;247;396.54
2018;4;SC;Brazil_State;Sales;Sparkling;1191;1979.36
2018;5;SC;Brazil_State;Production;Table;2103;8050.94
2018;5;SC;Brazil_State;Production;Wine;4577;16321.57
2018;5;SC;Brazil_State;Production;Sparkling;1843;3332.85
2018;5;SC;Brazil_State;Sales;Table;105;359.37
2018;5;SC;Brazil_State;Sales;Wine;2313;4766.44
2018;5;SC;Brazil_State;Sales;Sparkling;340;1344.04
2018;6;SC;Brazil_State;Production;Table;884;1424.6
2018;6;SC;Brazil_State;Production;Wine;4359;17126.49
2018;6;SC;Brazil_State;Production;Sparkling;1551;4592.63
2018;6;SC;Brazil_State;Sales;Table;3371;11073.3
2018;6;SC;Brazil_State;Sales;Wine;69;196.46
2018;6;SC;Brazil_State;Sales;Sparkling;3324;9581.37
2018;7;SC;Brazil_State;Production;Table;3843;8910.32
2018;7;SC;Brazil_State;Production;Wine;4131;14430.43
2018;7;SC;Brazil_State;Production;Sparkling;1017;3023.27
2018;7;SC;Brazil_State;Sales;Table;4397;9868.03
2018;7;SC;Brazil_State;Sales;Wine;3065;8817.26
2018;7;SC;Brazil_State;Sales;Sparkling;2728;9150.91
2018;8;SC;Brazil_State;Production;Table;2468;4633.39
2018;8;SC;Brazil_State;Production;Wine;4482;14028.48
2018;8;SC;Brazil_State;Production;Sparkling;2370;3790.56
2018;8;SC;Brazil_State;Sales;Table;1927;6132.16
2018;8;SC;Brazil_State;Sales;Wine;3725;13157.94
2018;8;SC;Brazil_State;Sales;Sparkling;55;112.51
2018;9;SC;Brazil_State;Production;Table;1571;2558.55
2018;9;SC;Brazil_State;Production;Wine;3519;6121.81
2018;9;SC;Brazil_State;Production;Sparkling;3143;5408.78
2018;9;SC;Brazil_State;Sales;Table;907;2639.48
2018;9;SC;Brazil_State;Sales;Wine;2600;7768.59
2018;9;SC;Brazil_State;Sales;Sparkling;2606;4995.63
2018;10;SC;Brazil_State;Production;Table;1389;4989.32
2018;10;SC;Brazil_State;Production;Wine;3442;5935.89
2018;10;SC;Brazil_State;Production;Sparkling;1112;3135.57
2018;10;SC;Brazil_State;Sales;Table;2582;8267.0
2018;10;SC;Brazil_State;Sales;Wine;2698;5236.24
2018;10;SC;Brazil_State;Sales;Sparkling;4800;7385.34
2018;11;SC;Brazil_State;Production;Table;2704;6157.33
2018;11;SC;Brazil_State;Production;Wine;3119;7273.61
2018;11;SC;Brazil_State;Production;Sparkling;1284;3873.28
2018;11;SC;Brazil_State;Sales;Table;3805;8647.02
2018;11;SC;Brazil_State;Sales;Wine;3778;12783.14
2018;11;SC;Brazil_State;Sales;Sparkling;1392;5053.76
2018;12;SC;Brazil_State;Production;Table;4348;14046.19
2018;12;SC;Brazil_State;Production;Wine;511;1670.62
2018;12;SC;Brazil_State;Production;Sparkling;1628;5712.92
2018;12;SC;Brazil_State;Sales;Table;565;1321.47
2018;12;SC;Brazil_State;Sales;Wine;4889;18202.09
2018;12;SC;Brazil_State;Sales;Sparkling;2446;8221.94
2019;1;SC;Brazil_State;Production;Table;3746;14882.78
2019;1;SC;Brazil_State;Production;Wine;1679;4074.01
2019;1;SC;Brazil_State;Production;Sparkling;2066;3544.76
2019;1;SC;Brazil_State;Sales;Table;216;838.69
2019;1;SC;Brazil_State;Sales;Wine;4597;7113.76
2019;1;SC;Brazil_State;Sales;Sparkling;3994;15752.95
2019;2;SC;Brazil_State;Production;Table;1658;3822.85
2019;2;SC;Brazil_State;Production;Wine;3481;10084.33
2019;2;SC;Brazil_State;Production;Sparkling;1022;3507.67
2019;2;SC;Brazil_State;Sales;Table;353;1398.13
2019;2;SC;Brazil_State;Sales;Wine;1885;3829.41
2019;2;SC;Brazil_State;Sales;Sparkling;4097;8248.32
2019;3;SC;Brazil_State;Production;Table;3511;7043.88
2019;3;SC;Brazil_State;Production;Wine;1683;3562.6
2019;3;SC;Brazil_State;Production;Sparkling;2427;8402.58
2019;3;SC;Brazil_State;Sales;Table;2732;8009.7
2019;3;SC;Brazil_State;Sales;Wine;4709;7220.69
2019;3;SC;Brazil_State;Sales;Sparkling;4332;14881.08
2019;4;SC;Brazil_State;Production;Table;822;1581.1
2019;4;SC;Brazil_State;Production;Wine;1349;2101.78
2019;4;SC;Brazil_State;Production;Sparkling;1312;3332.57
2019;4;SC;Brazil_State;Sales;Table;195;330.97
2019;4;SC;Brazil_State;Sales;Wine;1889;7494.0
2019;4;SC;Brazil_State;Sales;Sparkling;2048;7148.94
2019;5;SC;Brazil_State;Production;Table;4676;10607.05
2019;5;SC;Brazil_State;Production;Wine;2990;5684.95
2019;5;SC;Brazil_State;Production;Sparkling;2102;7437.99
2019;5;SC;Brazil_State;Sales;Table;265;547.88
2019;5;SC;Brazil_State;Sales;Wine;1685;5733.62
2019;5;SC;Brazil_State;Sales;Sparkling;2349;7539.09
2019;6;SC;Brazil_State;Production;Table;4373;15784.77
2019;6;SC;Brazil_State;Production;Wine;334;1013.46
2019;6;SC;Brazil_State;Production;Sparkling;2060;5493.54
2019;6;SC;Brazil_State;Sales;Table;1177;3258.23
2019;6;SC;Brazil_State;Sales;Wine;3828;5939.54
2019;6;SC;Brazil_State;Sales;Sparkling;2828;4838.21
2019;7;SC;Brazil_State;Production;Table;2095;8014.28
2019;7;SC;Brazil_State;Production;Wine;4857;16709.25
2019;7;SC;Brazil_State;Production;Sparkling;1075;3658.26
2019;7;SC;Brazil_State;Sales;Table;1118;3100.03
2019;7;SC;Brazil_State;Sales;Wine;1522;3143.99
2019;7;SC;Brazil_State;Sales;Sparkling;2375;4577.14
2019;8;SC;Brazil_State;Production;Table;1193;2888.11
2019;8;SC;Brazil_State;Production;Wine;3560;13933.83
2019;8;SC;Brazil_State;Production;Sparkling;1000;3546.64
2019;8;SC;Brazil_State;Sales;Table;170;630.25
2019;8;SC;Brazil_State;Sales;Wine;1734;3928.59
2019;8;SC;Brazil_State;Sales;Sparkling;1018;3462.49
2019;9;SC;Brazil_State;Production;Table;3858;6184.91
2019;9;SC;Brazil_State;Production;Wine;4788;10051.82
2019;9;SC;Brazil_State;Production;Sparkling;1154;3846.12
2019;9;SC;Brazil_State;Sales;Table;2555;9930.45
2019;9;SC;Brazil_State;Sales;Wine;782;1521.42
2019;9;SC;Brazil_State;Sales;Sparkling;3729;10273.57
2019;10;SC;Brazil_State;Production;Table;2477;5842.21
2019;10;SC;Brazil_State;Production;Wine;3042;5806.73
2019;10;SC;Brazil_State;Production;Sparkling;411;1362.04
2019;10;SC;Brazil_State;Sales;Table;4826;16334.45
2019;10;SC;Brazil_State;Sales;Wine;2804;4392.47
2019;10;SC;Brazil_State;Sales;Sparkling;2476;6148.64
2019;11;SC;Brazil_State;Production;Table;1853;5689.08
2019;11;SC;Brazil_State;Production;Wine;3018;11081.17
2019;11;SC;Brazil_State;Production;Sparkling;3789;6210.06
2019;11;SC;Brazil_State;Sales;Table;4886;18379.43
2019;11;SC;Brazil_State;Sales;Wine;2411;5091.07
2019;11;SC;Brazil_State;Sales;Sparkling;152;287.39
2019;12;SC;Brazil_State;Production;Table;796;2291.22
2019;12;SC;Brazil_State;Production;Wine;3741;11999.2
2019;12;SC;Brazil_State;Production;Sparkling;3114;5860.42
2019;12;SC;Brazil_State;Sales;Table;2252;7129.5
2019;12;SC;Brazil_State;Sales;Wine;2586;8156.01
2019;12;SC;Brazil_State;Sales;Sparkling;3535;7955.8
2020;1;SC;Brazil_State;Production;Table;1814;3155.62
2020;1;SC;Brazil_State;Production;Wine;4732;18653.97
2020;1;SC;Brazil_State;Production;Sparkling;1968;7664.64
2020;1;SC;Brazil_State;Sales;Table;1836;6474.14
2020;1;SC;Brazil_State;Sales;Wine;149;481.66
2020;1;SC;Brazil_State;Sales;Sparkling;2392;6032.81
2020;2;SC;Brazil_State;Production;Table;3299;5765.46
2020;2;SC;Brazil_State;Production;Wine;1401;3526.44
2020;2;SC;Brazil_State;Production;Sparkling;2339;8855.78
2020;2;SC;Brazil_State;Sales;Table;3149;5537.22
2020;2;SC;Brazil_State;Sales;Wine;3752;6726.9
2020;2;SC;Brazil_State;Sales;Sparkling;269;1029.16
2020;3;SC;Brazil_State;Production;Table;2218;6027.69
2020;3;SC;Brazil_State;Production;Wine;3236;7934.42
2020;3;SC;Brazil_State;Production;Sparkling;1319;2003.81
2020;3;SC;Brazil_State;Sales;Table;4425;9223.74
2020;3;SC;Brazil_State;Sales;Wine;117;376.4
2020;3;SC;Brazil_State;Sales;Sparkling;2062;4422.09
2020;4;SC;Brazil_State;Production;Table;3119;6535.23
2020;4;SC;Brazil_State;Production;Wine;3729;5721.92
2020;4;SC;Brazil_State;Production;Sparkling;402;651.92
2020;4;SC;Brazil_State;Sales;Table;4428;10142.5
2020;4;SC;Brazil_State;Sales;Wine;3886;5919.72
2020;4;SC;Brazil_State;Sales;Sparkling;4601;13520.85
2020;5;SC;Brazil_State;Production;Table;2128;7136.56
2020;5;SC;Brazil_State;Production;Wine;3814;8520.72
2020;5;SC;Brazil_State;Production;Sparkling;3146;8719.2
2020;5;SC;Brazil_State;Sales;Table;2494;5098.18
2020;5;SC;Brazil_State;Sales;Wine;1017;3474.04
2020;5;SC;Brazil_State;Sales;Sparkling;721;2153.35
2020;6;SC;Brazil_State;Production;Table;2720;7797.94
2020;6;SC;Brazil_State;Production;Wine;1764;3900.9
2020;6;SC;Brazil_State;Production;Sparkling;3319;9490.23
2020;6;SC;Brazil_State;Sales;Table;893;2991.34
2020;6;SC;Brazil_State;Sales;Wine;3701;11145.26
2020;6;SC;Brazil_State;Sales;Sparkling;159;326.48
2020;7;SC;Brazil_State;Production;Table;3530;12020.89
2020;7;SC;Brazil_State;Production;Wine;3092;8319.44
2020;7;SC;Brazil_State;Production;Sparkling;3678;5851.6
2020;7;SC;Brazil_State;Sales;Table;160;248.96
2020;7;SC;Brazil_State;Sales;Wine;1251;4543.56
2020;7;SC;Brazil_State;Sales;Sparkling;2522;7154.53
2020;8;SC;Brazil_State;Production;Table;60;177.64
2020;8;SC;Brazil_State;Production;Wine;2351;4134.52
2020;8;SC;Brazil_State;Production;Sparkling;178;360.27
2020;8;SC;Brazil_State;Sales;Table;4245;8495.39
2020;8;SC;Brazil_State;Sales;Wine;1726;6903.19
2020;8;SC;Brazil_State;Sales;Sparkling;1894;5977.22
2020;9;SC;Brazil_State;Production;Table;1877;6557.45
2020;9;SC;Brazil_State;Production;Wine;4843;13942.72
2020;9;SC;Brazil_State;Production;Sparkling;400;1011.67
2020;9;SC;Brazil_State;Sales;Table;1451;3566.39
2020;9;SC;Brazil_State;Sales;Wine;4823;9357.9
2020;9;SC;Brazil_State;Sales;Sparkling;3262;9707.71
2020;10;SC;Brazil_State;Production;Table;4017;8641.43
2020;10;SC;Brazil_State;Production;Wine;3479;6625.57
2020;10;SC;Brazil_State;Production;Sparkling;3538;9373.87
2020;10;SC;Brazil_State;Sales;Table;1461;4089.2
2020;10;SC;Brazil_State;Sales;Wine;1993;4863.09
2020;10;SC;Brazil_State;Sales;Sparkling;3168;8684.95
2020;11;SC;Brazil_State;Production;Table;399;630.71
2020;11;SC;Brazil_State;Production;Wine;4048;15007.03
2020;11;SC;Brazil_State;Production;Sparkling;447;672.14
2020;11;SC;Brazil_State;Sales;Table;4558;14589.41
2020;11;SC;Brazil_State;Sales;Wine;2284;4897.49
2020;11;SC;Brazil_State;Sales;Sparkling;1533;2909.88
2020;12;SC;Brazil_State;Production;Table;2033;7224.79
2020;12;SC;Brazil_State;Production;Wine;859;3419.44
2020;12;SC;Brazil_State;Production;Sparkling;4465;7588.79
2020;12;SC;Brazil_State;Sales;Table;563;895.1
2020;12;SC;Brazil_State;Sales;Wine;2562;5503.52
2020;12;SC;Brazil_State;Sales;Sparkling;4869;14083.9
2021;1;SC;Brazil_State;Production;Table;2053;7250.61
2021;1;SC;Brazil_State;Production;Wine;4926;11511.38
2021;1;SC;Brazil_State;Production;Sparkling;2178;6672.45
2021;1;SC;Brazil_State;Sales;Table;2996;9383.86
2021;1;SC;Brazil_State;Sales;Wine;3661;13497.67
2021;1;SC;Brazil_State;Sales;Sparkling;3115;4940.0
2021;2;SC;Brazil_State;Production;Table;729;2574.4
2021;2;SC;Brazil_State;Production;Wine;4583;7674.89
2021;2;SC;Brazil_State;Production;Sparkling;2873;5711.18
2021;2;SC;Brazil_State;Sales;Table;4303;9271.45
2021;2;SC;Brazil_State;Sales;Wine;3997;6941.31
2021;2;SC;Brazil_State;Sales;Sparkling;2236;7425.03
2021;3;SC;Brazil_State;Production;Table;2077;7779.48
2021;3;SC;Brazil_State;Production;Wine;93;300.37
2021;3;SC;Brazil_State;Production;Sparkling;4243;16639.53
2021;3;SC;Brazil_State;Sales;Table;3831;6383.77
2021;3;SC;Brazil_State;Sales;Wine;4620;9968.06
2021;3;SC;Brazil_State;Sales;Sparkling;1465;5429.08
2021;4;SC;Brazil_State;Production;Table;1912;6085.6
2021;4;SC;Brazil_State;Production;Wine;4761;17898.08
2021;4;SC;Brazil_State;Production;Sparkling;59;149.23
2021;4;SC;Brazil_State;Sales;Table;317;1174.07
2021;4;SC;Brazil_State;Sales;Wine;2764;8334.78
2021;4;SC;Brazil_State;Sales;Sparkling;3856;10704.74
2021;5;SC;Brazil_State;Production;Table;1132;2768.46
2021;5;SC;Brazil_State;Production;Wine;2885;10407.12
2021;5;SC;Brazil_State;Production;Sparkling;4255;15050.74
2021;5;SC;Brazil_State;Sales;Table;2394;7309.07
2021;5;SC;Brazil_State;Sales;Wine;1904;5228.11
2021;5;SC;Brazil_State;Sales;Sparkling;3918;6953.57
2021;6;SC;Brazil_State;Production;Table;894;2082.51
2021;6;SC;Brazil_State;Production;Wine;2057;3258.37
2021;6;SC;Brazil_State;Production;Sparkling;4484;10459.43
2021;6;SC;Brazil_State;Sales;Table;4292;9434.03
2021;6;SC;Brazil_State;Sales;Wine;1262;2537.45
2021;6;SC;Brazil_State;Sales;Sparkling;2247;6566.3
2021;7;SC;Brazil_State;Production;Table;2314;5530.1
2021;7;SC;Brazil_State;Production;Wine;1660;6279.32
2021;7;SC;Brazil_State;Production;Sparkling;4449;7929.43
2021;7;SC;Brazil_State;Sales;Table;1927;4217.46
2021;7;SC;Brazil_State;Sales;Wine;429;1479.96
2021;7;SC;Brazil_State;Sales;Sparkling;743;2305.28
2021;8;SC;Brazil_State;Production;Table;4195;6645.82
2021;8;SC;Brazil_State;Production;Wine;2440;7528.01
2021;8;SC;Brazil_State;Production;Sparkling;3134;8983.9
2021;8;SC;Brazil_State;Sales;Table;897;2017.85
2021;8;SC;Brazil_State;Sales;Wine;1245;3839.7
2021;8;SC;Brazil_State;Sales;Sparkling;3370;12831.22
2021;9;SC;Brazil_State;Production;Table;3500;11816.79
2021;9;SC;Brazil_State;Production;Wine;1857;3965.09
2021;9;SC;Brazil_State;Production;Sparkling;468;1349.62
2021;9;SC;Brazil_State;Sales;Table;3205;5694.4
2021;9;SC;Brazil_State;Sales;Wine;4922;19020.69
2021;9;SC;Brazil_State;Sales;Sparkling;3868;12235.39
2021;10;SC;Brazil_State;Production;Table;3724;8400.46
2021;10;SC;Brazil_State;Production;Wine;1879;4923.2
2021;10;SC;Brazil_State;Production;Sparkling;4469;11019.24
2021;10;SC;Brazil_State;Sales;Table;3862;12790.03
2021;10;SC;Brazil_State;Sales;Wine;3389;10032.92
2021;10;SC;Brazil_State;Sales;Sparkling;2847;11311.38
2021;11;SC;Brazil_State;Production;Table;2181;6809.89
2021;11;SC;Brazil_State;Production;Wine;2828;6943.56
2021;11;SC;Brazil_State;Production;Sparkling;4570;12522.91
2021;11;SC;Brazil_State;Sales;Table;105;262.79
2021;11;SC;Brazil_State;Sales;Wine;856;2472.98
2021;11;SC;Brazil_State;Sales;Sparkling;1056;3027.33
2021;12;SC;Brazil_State;Production;Table;4153;11854.02
2021;12;SC;Brazil_State;Production;Wine;1039;3414.18
2021;12;SC;Brazil_State;Production;Sparkling;3214;7672.64
2021;12;SC;Brazil_State;Sales;Table;3419;12102.61
2021;12;SC;Brazil_State;Sales;Wine;2427;6962.51
2021;12;SC;Brazil_State;Sales;Sparkling;331;805.56
2022;1;SC;Brazil_State;Production;Table;2969;11632.35
2022;1;SC;Brazil_State;Production;Wine;3644;9428.1
2022;1;SC;Brazil_State;Production;Sparkling;4482;8281.71
2022;1;SC;Brazil_State;Sales;Table;264;732.03
2022;1;SC;Brazil_State;Sales;Wine;2170;3602.48
2022;1;SC;Brazil_State;Sales;Sparkling;835;2335.52
2022;2;SC;Brazil_State;Production;Table;1739;3883.01
2022;2;SC;Brazil_State;Production;Wine;3761;11437.67
2022;2;SC;Brazil_State;Production;Sparkling;4584;9268.54
2022;2;SC;Brazil_State;Sales;Table;319;937.17
2022;2;SC;Brazil_State;Sales;Wine;2171;5156.07
2022;2;SC;Brazil_State;Sales;Sparkling;3903;11026.99
2022;3;SC;Brazil_State;Production;Table;1491;5348.67
2022;3;SC;Brazil_State;Production;Wine;841;2691.26
2022;3;SC;Brazil_State;Production;Sparkling;4727;14085.52
2022;3;SC;Brazil_State;Sales;Table;170;609.88
2022;3;SC;Brazil_State;Sales;Wine;3015;10297.64
2022;3;SC;Brazil_State;Sales;Sparkling;3742;10376.12
2022;4;SC;Brazil_State;Production;Table;63;109.49
